Id,LogPriceMo,m0_explicit_mean_oof_prediction,m0_explicit_mean_absolute_error,text_baseline_k12_mean_oof_prediction,text_baseline_k12_mean_absolute_error,m1_incremental_k6_mean_oof_prediction,m1_incremental_k6_mean_absolute_error,m1_incremental_k12_mean_oof_prediction,m1_incremental_k12_mean_absolute_error,m1_incremental_k18_mean_oof_prediction,m1_incremental_k18_mean_absolute_error,m1_incremental_k24_mean_oof_prediction,m1_incremental_k24_mean_absolute_error
306,1.0,1.0347829615994548,0.03478296159945491,1.0132028649439053,0.013202864943905313,1.0134061399025136,0.013406139902513537,1.0097123552430955,0.009712355243095449,1.0051333995001346,0.005133399500134484,1.0023395031058508,0.0023395031058508044
311,2.903089986991944,3.5229675305982426,0.6554498096179315,3.463467462090435,0.594030371548032,3.4520143092169446,0.5931504807712281,3.4339188625923285,0.5750550341466124,3.4355241824762053,0.5766603540304885,3.4355241824762053,0.5766603540304883
316,3.017728766960432,3.0065669874319525,0.16012994872539402,3.020792260000021,0.1131419100665508,3.020792260000021,0.11314191006655079,3.020792260000021,0.1131419100665508,3.01515758451357,0.11069601901522123,3.01515758451357,0.11069601901522123
319,1.0,1.035617017935468,0.03561701793546777,1.0120894466959791,0.012089446695979101,1.0125336761014991,0.012533676101498959,1.012989931047642,0.0129899310476419,1.0111020300570914,0.01110203005709125,1.001558234760438,0.0015582347604380265
321,2.0293837776852097,2.150971664996706,0.12158788731149643,1.9892650203294415,0.06601793287677138,1.9846608788938742,0.061413791441203756,1.980111124846975,0.06243649821204341,1.985012585827,0.061765498374329764,1.9850125858269998,0.0617654983743298
324,2.920818753952376,3.4298410229341143,0.5090222689817392,3.378361202947185,0.4687200172326246,3.378361202947185,0.46872001723262474,3.378361202947185,0.46872001723262463,3.378361202947185,0.46872001723262463,3.3923117445059354,0.47149299055355975
326,2.834632606336092,3.2371389448224073,0.40308082544582485,3.34678160689509,0.5121490005589991,3.34678160689509,0.5121490005589991,3.3418819945577822,0.5072493882216905,3.3418819945577822,0.5072493882216906,3.341881994557783,0.5072493882216909
332,2.765916793966632,2.7734924022375353,0.0707889938210757,2.8296579241941524,0.09162356299007843,2.8296579241941524,0.09162356299007852,2.8296579241941524,0.09162356299007854,2.8296579241941524,0.09162356299007843,2.8296579241941524,0.09162356299007841
334,1.0,1.0286178897176173,0.028617889717617195,1.0116266123111006,0.011626612311100414,1.0132284372511937,0.013228437251193503,1.0119453102678038,0.011945310267803743,1.0099547347454605,0.009954734745460547,1.0072834809774114,0.007283480977411461
335,1.0,1.0320712444511588,0.03207124445115904,1.0115049993258194,0.011504999325819453,1.007304162186922,0.007304162186922214,1.007562746717523,0.00756274671752305,1.007531571156677,0.0075315711566773195,1.0069607166119696,0.00696071661196993
357,2.920818753952376,2.6680204910756915,0.2527982628766846,2.7932944737897736,0.1344972607885315,2.7932944737897736,0.13449726078853147,2.793294473789774,0.13449726078853147,2.7932944737897736,0.13449726078853147,2.7932944737897736,0.1344972607885315
361,1.0,1.0306540649923304,0.03065406499233031,1.0194225088640807,0.0194225088640808,1.0153500493601588,0.015350049360158779,1.0105063246254535,0.010506324625453301,1.0082110628107945,0.008211062810794367,1.00338666819172,0.003386668191719877
362,2.998186659236532,4.141692490391703,1.1435058311551711,3.932505520657684,0.9343188614211524,3.842988197913072,0.8448015386765408,3.841974269581106,0.8437876103445751,3.8515141030110898,0.8533274437745584,3.849547619624407,0.8513609603878759
368,2.762803558542489,3.616709139200877,0.8539055806583878,3.7045414777537893,0.9417379192113003,3.6267081581916694,0.8639045996491788,3.5971873872540576,0.834383828711568,3.5971873872540576,0.834383828711568,3.5795779244980017,0.8167743659555121
381,1.0,1.0344728979446227,0.03447289794462279,1.011084787267055,0.011084787267054896,1.006879836138564,0.00687983613856401,1.0038981344013527,0.003898134401352582,1.0033153247910254,0.0033153247910253647,1.0033848343969969,0.0033848343969968054
383,4.397070549959409,3.7492108205155703,0.6478597294438391,3.9769017466285277,0.4201688033308805,3.934416144680936,0.46265440527847296,3.895627941035195,0.5014426089242138,3.8956279410351953,0.5014426089242137,3.890511358646357,0.5065591913130515
385,0.6989700043360189,2.4384321384728174,1.8442831053632862,2.44329053900026,1.8491415058907286,2.44329053900026,1.8491415058907286,2.521388747683687,1.9272397145741553,2.521388747683687,1.927239714574155,2.4994845431179766,1.9053355100084448
391,3.5223355376023853,3.6806490205978086,0.2350133270443969,3.606352604893799,0.1415004517485911,3.552259473226819,0.1628620218919428,3.5188776640329693,0.18541676758843909,3.4998019746140208,0.19001370470750137,3.483227026682857,0.1871070778115945
396,3.397940008672037,3.0103923733946756,0.39187349100660607,3.0457968037870518,0.40268398680371253,3.0457968037870518,0.40268398680371253,3.0293195494993648,0.4191612410913999,3.0267636474989956,0.42171714309176894,3.038197725258663,0.4102830653321014
398,4.3979400086720375,3.6564847111110432,0.7414552975609947,3.814619348097544,0.5833206605744929,3.814619348097544,0.5833206605744927,3.814619348097544,0.5833206605744928,3.82465325436079,0.5732867543112473,3.8285224955297905,0.5694175131422463
404,1.0,1.030708941944756,0.030708941944755864,1.0102401997583856,0.010240199758385481,1.0113902985632637,0.011390298563263623,1.0140394706576596,0.014039470657659637,1.0158458802378019,0.015845880237801712,1.0141881178175294,0.014188117817529544
408,3.2218487496163566,3.173668542869492,0.1840641052637527,3.2140851417419127,0.13899973132786703,3.2140851417419127,0.138999731327867,3.2674754042560865,0.17715061974831992,3.2674754042560856,0.17715061974831983,3.2674754042560865,0.17715061974831978
